facility_name,tier,latitude,longitude,collected_at,hour_of_day,day_of_week,is_weekend,is_holiday,traffic_delay_index,traffic_data_source,parking_pressure_score,calibration_status,baseline_mean,baseline_std,baseline_n,relative_availability_signal,availability_label
"Parking Spot (-1.2822, 36.8169)",,-1.2821625,36.8168685,2026-08-26 12:02:25,12,2,0,0,1.63,tomtom_flow_api,65.2,calibrated_n22,1.65,0.028284271247461926,2,,insufficient_history
"Parking Spot (-1.2905, 36.8197)",,-1.2905274,36.8196906,2026-08-26 12:02:25,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2903, 36.8205)",,-1.290286,36.8204788,2026-08-26 12:02:25,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2901, 36.8206)",,-1.2901412,36.8206117,2026-08-26 12:02:25,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2901, 36.8207)",,-1.2901086,36.820685,2026-08-26 12:02:25,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.3026, 36.8256)",,-1.3025894,36.8256065,2026-08-26 12:02:25,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.17,0.2404163056034263,2,,insufficient_history
"Parking Spot (-1.3272, 36.8708)",,-1.3271509,36.8708477,2026-08-26 12:02:25,12,2,0,0,1.43,tomtom_flow_api,60.5,calibrated_n22,1.4049999999999998,0.03535533905932733,2,,insufficient_history
"Parking Spot (-1.3271, 36.8710)",,-1.3271343,36.8709666,2026-08-26 12:02:25,12,2,0,0,1.43,tomtom_flow_api,60.5,calibrated_n22,1.4049999999999998,0.03535533905932733,2,,insufficient_history
"Parking Spot (-1.3286, 36.8707)",,-1.3285729,36.8707235,2026-08-26 12:02:25,12,2,0,0,1.43,tomtom_flow_api,60.5,calibrated_n22,1.4049999999999998,0.03535533905932733,2,,insufficient_history
"Parking Spot (-1.3287, 36.8706)",,-1.3287021,36.8705942,2026-08-26 12:02:25,12,2,0,0,1.43,tomtom_flow_api,60.5,calibrated_n22,1.4049999999999998,0.03535533905932733,2,,insufficient_history
"Parking Spot (-1.3287, 36.8722)",,-1.3286833,36.8722469,2026-08-26 12:02:25,12,2,0,0,1.43,tomtom_flow_api,60.5,calibrated_n22,1.4049999999999998,0.03535533905932733,2,,insufficient_history
"Parking Spot (-1.3287, 36.8720)",,-1.3287106,36.8719656,2026-08-26 12:02:25,12,2,0,0,1.43,tomtom_flow_api,60.5,calibrated_n22,1.4049999999999998,0.03535533905932733,2,,insufficient_history
"Parking Spot (-1.3288, 36.8720)",,-1.3288417,36.8719866,2026-08-26 12:02:25,12,2,0,0,1.43,tomtom_flow_api,60.5,calibrated_n22,1.4049999999999998,0.03535533905932733,2,,insufficient_history
"Parking Spot (-1.3290, 36.8716)",,-1.3289652,36.8716011,2026-08-26 12:02:25,12,2,0,0,1.43,tomtom_flow_api,60.5,calibrated_n22,1.4049999999999998,0.03535533905932733,2,,insufficient_history
"Parking Spot (-1.2898, 36.8259)",,-1.2898309,36.825937,2026-08-26 12:02:25,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2885, 36.8270)",,-1.2885149,36.8269544,2026-08-26 12:02:25,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2885, 36.8271)",,-1.2884948,36.8270553,2026-08-26 12:02:25,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2871, 36.8264)",,-1.287116,36.826355,2026-08-26 12:02:25,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2807, 36.8180)",,-1.2806952,36.817958,2026-08-26 12:02:25,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.3247, 36.8486)",,-1.324735,36.848583,2026-08-26 12:02:25,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.3250, 36.8487)",,-1.3249583,36.8486633,2026-08-26 12:02:25,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2893, 36.8268)",,-1.289281,36.8267821,2026-08-26 12:02:25,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2673, 36.8173)",,-1.2673176,36.8173178,2026-08-26 12:02:25,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2674, 36.8175)",,-1.267436,36.8175327,2026-08-26 12:02:25,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2676, 36.8173)",,-1.2675626,36.817291,2026-08-26 12:02:25,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2669, 36.8169)",,-1.2669423,36.8169276,2026-08-26 12:02:25,12,2,0,0,1.65,tomtom_flow_api,65.7,calibrated_n22,1.79,0.19798989873223324,2,,insufficient_history
"Parking Spot (-1.3266, 36.8484)",,-1.3266,36.8484009,2026-08-26 12:02:25,12,2,0,0,1.47,tomtom_flow_api,61.4,calibrated_n22,1.42,0.07071067811865459,2,,insufficient_history
"Parking Spot (-1.2894, 36.8236)",,-1.2894048,36.8236202,2026-08-26 12:02:25,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2869, 36.8228)",,-1.286916,36.8227858,2026-08-26 12:02:25,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2870, 36.8228)",,-1.2870067,36.82284,2026-08-26 12:02:25,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2895, 36.8218)",,-1.2895015,36.8218114,2026-08-26 12:02:25,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2894, 36.8218)",,-1.2894452,36.8217674,2026-08-26 12:02:25,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2893, 36.8218)",,-1.2893413,36.8217688,2026-08-26 12:02:25,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2901, 36.8208)",,-1.2900636,36.820763,2026-08-26 12:02:25,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2900, 36.8266)",,-1.2900473,36.8266244,2026-08-26 12:02:25,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2899, 36.8271)",,-1.2899196,36.8270927,2026-08-26 12:02:25,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2900, 36.8273)",,-1.2900295,36.8273336,2026-08-26 12:02:25,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2906, 36.8274)",,-1.2905581,36.8273886,2026-08-26 12:02:25,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2907, 36.8275)",,-1.2906855,36.8275412,2026-08-26 12:02:25,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2909, 36.8274)",,-1.2908531,36.8273676,2026-08-26 12:02:25,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2912, 36.8277)",,-1.2912064,36.827702,2026-08-26 12:02:25,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.3072, 36.8347)",,-1.3071534,36.8346925,2026-08-26 12:02:25,12,2,0,0,1.15,tomtom_flow_api,53.9,calibrated_n22,1.075,0.10606601717798207,2,,insufficient_history
"Parking Spot (-1.2826, 36.7668)",,-1.2826131,36.7667705,2026-08-26 12:02:25,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2828, 36.7665)",,-1.2828333,36.7665073,2026-08-26 12:02:25,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2802, 36.7697)",,-1.280155,36.7696583,2026-08-26 12:02:25,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2798, 36.7703)",,-1.2798468,36.7703432,2026-08-26 12:02:25,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2789, 36.7706)",,-1.2789305,36.7705765,2026-08-26 12:02:25,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2791, 36.7705)",,-1.2791112,36.7704659,2026-08-26 12:02:25,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2788, 36.7707)",,-1.2787807,36.7707029,2026-08-26 12:02:25,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2787, 36.7707)",,-1.2787194,36.7707348,2026-08-26 12:02:25,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2789, 36.7707)",,-1.2788926,36.7707457,2026-08-26 12:02:25,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.3034, 36.8299)",,-1.3033756,36.829947,2026-08-26 12:02:25,12,2,0,0,1.15,tomtom_flow_api,53.9,calibrated_n22,1.075,0.10606601717798207,2,,insufficient_history
"Parking Spot (-1.3029, 36.8310)",,-1.3028636,36.8309549,2026-08-26 12:02:25,12,2,0,0,1.15,tomtom_flow_api,53.9,calibrated_n22,1.075,0.10606601717798207,2,,insufficient_history
"Parking Spot (-1.3034, 36.8302)",,-1.3033846,36.8302347,2026-08-26 12:02:25,12,2,0,0,1.15,tomtom_flow_api,53.9,calibrated_n22,1.075,0.10606601717798207,2,,insufficient_history
"Parking Spot (-1.3053, 36.8393)",,-1.3052961,36.8393059,2026-08-26 12:02:25,12,2,0,0,1.44,tomtom_flow_api,60.7,calibrated_n22,1.37,0.09899494936611666,2,,insufficient_history
"Parking Spot (-1.3054, 36.8394)",,-1.3053841,36.8393676,2026-08-26 12:02:25,12,2,0,0,1.44,tomtom_flow_api,60.7,calibrated_n22,1.37,0.09899494936611666,2,,insufficient_history
"Parking Spot (-1.3052, 36.8391)",,-1.3052274,36.8391124,2026-08-26 12:02:25,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.295,0.41719300090006317,2,,insufficient_history
"Parking Spot (-1.3304, 36.8641)",,-1.3303942,36.8641324,2026-08-26 12:02:25,12,2,0,0,1.43,tomtom_flow_api,60.5,calibrated_n22,1.415,0.021213203435596524,2,,insufficient_history
"Parking Spot (-1.3302, 36.8664)",,-1.3301889,36.8663917,2026-08-26 12:02:25,12,2,0,0,1.43,tomtom_flow_api,60.5,calibrated_n22,1.415,0.021213203435596524,2,,insufficient_history
"Parking Spot (-1.3303, 36.8652)",,-1.3302583,36.8651603,2026-08-26 12:02:25,12,2,0,0,1.43,tomtom_flow_api,60.5,calibrated_n22,1.415,0.021213203435596524,2,,insufficient_history
"Parking Spot (-1.3301, 36.8662)",,-1.3301182,36.8661856,2026-08-26 12:02:25,12,2,0,0,1.43,tomtom_flow_api,60.5,calibrated_n22,1.415,0.021213203435596524,2,,insufficient_history
"Parking Spot (-1.3300, 36.8672)",,-1.3299754,36.8672234,2026-08-26 12:02:25,12,2,0,0,1.43,tomtom_flow_api,60.5,calibrated_n22,1.415,0.021213203435596524,2,,insufficient_history
"Parking Spot (-1.3298, 36.8682)",,-1.3298401,36.8682286,2026-08-26 12:02:25,12,2,0,0,1.43,tomtom_flow_api,60.5,calibrated_n22,1.415,0.021213203435596524,2,,insufficient_history
"Parking Spot (-1.3295, 36.8692)",,-1.3295443,36.869246,2026-08-26 12:02:25,12,2,0,0,1.43,tomtom_flow_api,60.5,calibrated_n22,1.415,0.021213203435596524,2,,insufficient_history
"Parking Spot (-1.3295, 36.8693)",,-1.3295287,36.8693011,2026-08-26 12:02:25,12,2,0,0,1.47,tomtom_flow_api,61.4,calibrated_n22,1.435,0.04949747468305845,2,,insufficient_history
"Parking Spot (-1.3303, 36.8627)",,-1.3303347,36.8627339,2026-08-26 12:02:25,12,2,0,0,1.47,tomtom_flow_api,61.4,calibrated_n22,1.435,0.04949747468305845,2,,insufficient_history
"Parking Spot (-1.3301, 36.8634)",,-1.3301331,36.8633672,2026-08-26 12:02:25,12,2,0,0,1.47,tomtom_flow_api,61.4,calibrated_n22,1.435,0.04949747468305845,2,,insufficient_history
"Parking Spot (-1.3299, 36.8631)",,-1.3298516,36.8631307,2026-08-26 12:02:25,12,2,0,0,1.47,tomtom_flow_api,61.4,calibrated_n22,1.435,0.04949747468305845,2,,insufficient_history
"Parking Spot (-1.3306, 36.8624)",,-1.3306497,36.8623681,2026-08-26 12:02:25,12,2,0,0,1.47,tomtom_flow_api,61.4,calibrated_n22,1.435,0.04949747468305845,2,,insufficient_history
"Parking Spot (-1.3305, 36.8627)",,-1.330492,36.8627014,2026-08-26 12:02:25,12,2,0,0,1.47,tomtom_flow_api,61.4,calibrated_n22,1.435,0.04949747468305845,2,,insufficient_history
"Parking Spot (-1.3308, 36.8605)",,-1.3308165,36.8605266,2026-08-26 12:02:25,12,2,0,0,1.47,tomtom_flow_api,61.4,calibrated_n22,1.435,0.04949747468305845,2,,insufficient_history
"Parking Spot (-1.3307, 36.8607)",,-1.3306975,36.860731,2026-08-26 12:02:25,12,2,0,0,1.47,tomtom_flow_api,61.4,calibrated_n22,1.435,0.04949747468305845,2,,insufficient_history
"Parking Spot (-1.3289, 36.8710)",,-1.3289241,36.8709662,2026-08-26 12:02:25,12,2,0,0,1.47,tomtom_flow_api,61.4,calibrated_n22,1.435,0.04949747468305845,2,,insufficient_history
"Parking Spot (-1.2860, 36.7911)",,-1.2860231,36.791122,2026-08-26 12:02:25,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2885, 36.8228)",,-1.2885495,36.8227608,2026-08-26 12:02:25,12,2,0,0,2.93,tomtom_flow_api,95.9,calibrated_n22,2.965,0.049497474683058366,2,,insufficient_history
"Parking Spot (-1.2885, 36.8227)",,-1.2885048,36.8227402,2026-08-26 12:02:25,12,2,0,0,2.93,tomtom_flow_api,95.9,calibrated_n22,2.965,0.049497474683058366,2,,insufficient_history
Engineers Board of Kenya,,-1.2918266,36.8125679,2026-08-26 12:25:12,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
Lavington Mall,,-1.2799426,36.7701821,2026-08-26 12:25:12,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
Dean and Lecturers Parking Lot,,-1.2688899,36.8180584,2026-08-26 12:25:12,12,2,0,0,2.0,tomtom_flow_api,73.9,calibrated_n22,1.85,0.2121320343559642,2,,insufficient_history
"Parking Spot (-1.2781, 36.8120)",,-1.2780602,36.8120329,2026-08-26 12:25:12,12,2,0,0,2.64,tomtom_flow_api,89.0,calibrated_n22,2.3200000000000003,0.4525483399593903,2,,insufficient_history
"Parking Spot (-1.2784, 36.8123)",,-1.2783547,36.8122751,2026-08-26 12:25:12,12,2,0,0,2.64,tomtom_flow_api,89.0,calibrated_n22,2.3200000000000003,0.4525483399593903,2,,insufficient_history
Supa's Garage,,-1.3064829,36.8341843,2026-08-26 12:25:12,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.075,0.10606601717798207,2,,insufficient_history
"Parking Spot (-1.2895, 36.8265)",,-1.2895412,36.826501,2026-08-26 12:25:12,12,2,0,0,1.71,tomtom_flow_api,67.1,calibrated_n22,1.725,0.021213203435596524,2,,insufficient_history
"Parking Spot (-1.2807, 36.8179)",,-1.2807158,36.8179057,2026-08-26 12:25:12,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.3071, 36.8348)",,-1.3071314,36.8348198,2026-08-26 12:25:12,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.075,0.10606601717798207,2,,insufficient_history
"Parking Spot (-1.3071, 36.8337)",,-1.3070754,36.8337221,2026-08-26 12:25:12,12,2,0,0,1.32,tomtom_flow_api,57.9,calibrated_n22,1.4,0.11313708498984747,2,,insufficient_history
"Parking Spot (-1.2805, 36.7699)",,-1.2804681,36.7698729,2026-08-26 12:25:12,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2964, 36.7636)",,-1.2963932,36.7635963,2026-08-26 12:25:12,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2983, 36.8023)",,-1.298345,36.8023116,2026-08-26 12:25:12,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2982, 36.8023)",,-1.2982343,36.8023022,2026-08-26 12:25:12,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.3005, 36.8128)",,-1.30047,36.8127662,2026-08-26 12:25:12,12,2,0,0,1.66,tomtom_flow_api,65.9,calibrated_n22,1.7,0.05656854249492385,2,,insufficient_history
"Parking Spot (-1.2997, 36.8129)",,-1.2996762,36.8129419,2026-08-26 12:25:12,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2824, 36.8170)",,-1.2823965,36.817015,2026-08-26 12:25:12,12,2,0,0,1.67,tomtom_flow_api,66.1,calibrated_n22,1.65,0.028284271247461926,2,,insufficient_history
"Parking Spot (-1.2822, 36.8169)",,-1.2821625,36.8168685,2026-08-26 12:25:12,12,2,0,0,1.67,tomtom_flow_api,66.1,calibrated_n22,1.65,0.028284271247461926,2,,insufficient_history
"Parking Spot (-1.2905, 36.8197)",,-1.2905274,36.8196906,2026-08-26 12:25:12,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2903, 36.8205)",,-1.290286,36.8204788,2026-08-26 12:25:12,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2901, 36.8206)",,-1.2901412,36.8206117,2026-08-26 12:25:12,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2901, 36.8207)",,-1.2901086,36.820685,2026-08-26 12:25:12,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.3026, 36.8256)",,-1.3025894,36.8256065,2026-08-26 12:25:12,12,2,0,0,1.34,tomtom_flow_api,58.3,calibrated_n22,1.17,0.2404163056034263,2,,insufficient_history
"Parking Spot (-1.3272, 36.8708)",,-1.3271509,36.8708477,2026-08-26 12:25:12,12,2,0,0,1.38,tomtom_flow_api,59.3,calibrated_n22,1.4049999999999998,0.03535533905932733,2,,insufficient_history
"Parking Spot (-1.3271, 36.8710)",,-1.3271343,36.8709666,2026-08-26 12:25:12,12,2,0,0,1.38,tomtom_flow_api,59.3,calibrated_n22,1.4049999999999998,0.03535533905932733,2,,insufficient_history
"Parking Spot (-1.3286, 36.8707)",,-1.3285729,36.8707235,2026-08-26 12:25:12,12,2,0,0,1.38,tomtom_flow_api,59.3,calibrated_n22,1.4049999999999998,0.03535533905932733,2,,insufficient_history
"Parking Spot (-1.3287, 36.8706)",,-1.3287021,36.8705942,2026-08-26 12:25:12,12,2,0,0,1.38,tomtom_flow_api,59.3,calibrated_n22,1.4049999999999998,0.03535533905932733,2,,insufficient_history
"Parking Spot (-1.3287, 36.8722)",,-1.3286833,36.8722469,2026-08-26 12:25:12,12,2,0,0,1.38,tomtom_flow_api,59.3,calibrated_n22,1.4049999999999998,0.03535533905932733,2,,insufficient_history
"Parking Spot (-1.3287, 36.8720)",,-1.3287106,36.8719656,2026-08-26 12:25:12,12,2,0,0,1.38,tomtom_flow_api,59.3,calibrated_n22,1.4049999999999998,0.03535533905932733,2,,insufficient_history
"Parking Spot (-1.3288, 36.8720)",,-1.3288417,36.8719866,2026-08-26 12:25:12,12,2,0,0,1.38,tomtom_flow_api,59.3,calibrated_n22,1.4049999999999998,0.03535533905932733,2,,insufficient_history
"Parking Spot (-1.3290, 36.8716)",,-1.3289652,36.8716011,2026-08-26 12:25:12,12,2,0,0,1.38,tomtom_flow_api,59.3,calibrated_n22,1.4049999999999998,0.03535533905932733,2,,insufficient_history
"Parking Spot (-1.2898, 36.8259)",,-1.2898309,36.825937,2026-08-26 12:25:12,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2885, 36.8270)",,-1.2885149,36.8269544,2026-08-26 12:25:12,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2885, 36.8271)",,-1.2884948,36.8270553,2026-08-26 12:25:12,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2871, 36.8264)",,-1.287116,36.826355,2026-08-26 12:25:12,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2807, 36.8180)",,-1.2806952,36.817958,2026-08-26 12:25:12,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.3247, 36.8486)",,-1.324735,36.848583,2026-08-26 12:25:12,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.3250, 36.8487)",,-1.3249583,36.8486633,2026-08-26 12:25:12,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2893, 36.8268)",,-1.289281,36.8267821,2026-08-26 12:25:12,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2673, 36.8173)",,-1.2673176,36.8173178,2026-08-26 12:25:12,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2674, 36.8175)",,-1.267436,36.8175327,2026-08-26 12:25:12,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2676, 36.8173)",,-1.2675626,36.817291,2026-08-26 12:25:12,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2669, 36.8169)",,-1.2669423,36.8169276,2026-08-26 12:25:12,12,2,0,0,1.93,tomtom_flow_api,72.3,calibrated_n22,1.79,0.19798989873223324,2,,insufficient_history
"Parking Spot (-1.3266, 36.8484)",,-1.3266,36.8484009,2026-08-26 12:25:12,12,2,0,0,1.37,tomtom_flow_api,59.1,calibrated_n22,1.42,0.07071067811865459,2,,insufficient_history
"Parking Spot (-1.2894, 36.8236)",,-1.2894048,36.8236202,2026-08-26 12:25:12,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2869, 36.8228)",,-1.286916,36.8227858,2026-08-26 12:25:12,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2870, 36.8228)",,-1.2870067,36.82284,2026-08-26 12:25:12,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2895, 36.8218)",,-1.2895015,36.8218114,2026-08-26 12:25:12,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2894, 36.8218)",,-1.2894452,36.8217674,2026-08-26 12:25:12,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2893, 36.8218)",,-1.2893413,36.8217688,2026-08-26 12:25:12,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2901, 36.8208)",,-1.2900636,36.820763,2026-08-26 12:25:12,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2900, 36.8266)",,-1.2900473,36.8266244,2026-08-26 12:25:12,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2899, 36.8271)",,-1.2899196,36.8270927,2026-08-26 12:25:12,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2900, 36.8273)",,-1.2900295,36.8273336,2026-08-26 12:25:12,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2906, 36.8274)",,-1.2905581,36.8273886,2026-08-26 12:25:12,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2907, 36.8275)",,-1.2906855,36.8275412,2026-08-26 12:25:12,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2909, 36.8274)",,-1.2908531,36.8273676,2026-08-26 12:25:12,12,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,2,,insufficient_history
"Parking Spot (-1.2912, 36.8277)",,-1.2912064,36.827702,2026-08-26 12:25:12,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.3072, 36.8347)",,-1.3071534,36.8346925,2026-08-26 12:25:12,12,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.075,0.10606601717798207,2,,insufficient_history
