facility_name,tier,latitude,longitude,collected_at,hour_of_day,day_of_week,is_weekend,is_holiday,traffic_delay_index,traffic_data_source,parking_pressure_score,calibration_status
"Parking Spot (-1.3286, 36.8707)",tier2_other,-1.3285729,36.8707235,2026-08-26T10:34:04,10,2,0,0,1.35,tomtom_flow_api,58.4,calibrated_n16
"Parking Spot (-1.3287, 36.8706)",tier2_other,-1.3287021,36.8705942,2026-08-26T10:34:04,10,2,0,0,1.35,tomtom_flow_api,58.4,calibrated_n16
"Parking Spot (-1.3287, 36.8722)",tier2_other,-1.3286833,36.8722469,2026-08-26T10:34:04,10,2,0,0,1.35,tomtom_flow_api,58.4,calibrated_n16
"Parking Spot (-1.3287, 36.8720)",tier2_other,-1.3287106,36.8719656,2026-08-26T10:34:04,10,2,0,0,1.35,tomtom_flow_api,58.4,calibrated_n16
"Parking Spot (-1.3288, 36.8720)",tier2_other,-1.3288417,36.8719866,2026-08-26T10:34:04,10,2,0,0,1.35,tomtom_flow_api,58.4,calibrated_n16
"Parking Spot (-1.3290, 36.8716)",tier2_other,-1.3289652,36.8716011,2026-08-26T10:34:04,10,2,0,0,1.35,tomtom_flow_api,58.4,calibrated_n16
"Parking Spot (-1.2898, 36.8259)",tier2_other,-1.2898309,36.825937,2026-08-26T10:34:04,10,2,0,0,1.0,tomtom_flow_api,49.6,calibrated_n16
"Parking Spot (-1.2885, 36.8270)",tier2_other,-1.2885149,36.8269544,2026-08-26T10:34:04,10,2,0,0,2.8,tomtom_flow_api,95.1,calibrated_n16
"Parking Spot (-1.2885, 36.8271)",tier2_other,-1.2884948,36.8270553,2026-08-26T10:34:04,10,2,0,0,2.8,tomtom_flow_api,95.1,calibrated_n16
"Parking Spot (-1.2871, 36.8264)",tier1_cbd,-1.287116,36.826355,2026-08-26T10:34:04,10,2,0,0,2.8,tomtom_flow_api,95.1,calibrated_n16
"Parking Spot (-1.2807, 36.8180)",tier1_cbd,-1.2806952,36.817958,2026-08-26T10:34:04,10,2,0,0,1.0,tomtom_flow_api,49.6,calibrated_n16
"Parking Spot (-1.3247, 36.8486)",tier2_other,-1.324735,36.848583,2026-08-26T10:34:04,10,2,0,0,1.0,tomtom_flow_api,49.6,calibrated_n16
"Parking Spot (-1.3250, 36.8487)",tier2_other,-1.3249583,36.8486633,2026-08-26T10:34:04,10,2,0,0,1.0,tomtom_flow_api,49.6,calibrated_n16
"Parking Spot (-1.2893, 36.8268)",tier2_other,-1.289281,36.8267821,2026-08-26T10:34:04,10,2,0,0,1.0,tomtom_flow_api,49.6,calibrated_n16
"Parking Spot (-1.2673, 36.8173)",tier2_other,-1.2673176,36.8173178,2026-08-26T10:34:04,10,2,0,0,1.0,tomtom_flow_api,49.6,calibrated_n16
"Parking Spot (-1.2674, 36.8175)",tier2_other,-1.267436,36.8175327,2026-08-26T10:34:04,10,2,0,0,,api_call_failed,,not_calibrated_insufficient_spotcheck_data
"Parking Spot (-1.2676, 36.8173)",tier2_other,-1.2675626,36.817291,2026-08-26T10:34:04,10,2,0,0,1.0,tomtom_flow_api,49.6,calibrated_n16
"Parking Spot (-1.2669, 36.8169)",tier2_other,-1.2669423,36.8169276,2026-08-26T10:34:04,10,2,0,0,1.27,tomtom_flow_api,56.4,calibrated_n16
"Parking Spot (-1.3266, 36.8484)",tier2_other,-1.3266,36.8484009,2026-08-26T10:34:04,10,2,0,0,1.37,tomtom_flow_api,58.9,calibrated_n16
"Parking Spot (-1.2894, 36.8236)",tier1_cbd,-1.2894048,36.8236202,2026-08-26T10:34:04,10,2,0,0,2.75,tomtom_flow_api,93.8,calibrated_n16
"Parking Spot (-1.2869, 36.8228)",tier1_cbd,-1.286916,36.8227858,2026-08-26T10:34:04,10,2,0,0,2.75,tomtom_flow_api,93.8,calibrated_n16
"Parking Spot (-1.2870, 36.8228)",tier1_cbd,-1.2870067,36.82284,2026-08-26T10:34:04,10,2,0,0,2.75,tomtom_flow_api,93.8,calibrated_n16
"Parking Spot (-1.2895, 36.8218)",tier1_cbd,-1.2895015,36.8218114,2026-08-26T10:34:04,10,2,0,0,2.75,tomtom_flow_api,93.8,calibrated_n16
"Parking Spot (-1.2894, 36.8218)",tier1_cbd,-1.2894452,36.8217674,2026-08-26T10:34:04,10,2,0,0,2.75,tomtom_flow_api,93.8,calibrated_n16
"Parking Spot (-1.2893, 36.8218)",tier1_cbd,-1.2893413,36.8217688,2026-08-26T10:34:04,10,2,0,0,2.75,tomtom_flow_api,93.8,calibrated_n16
"Parking Spot (-1.2901, 36.8208)",tier1_cbd,-1.2900636,36.820763,2026-08-26T10:34:04,10,2,0,0,2.75,tomtom_flow_api,93.8,calibrated_n16
"Parking Spot (-1.2900, 36.8266)",tier2_other,-1.2900473,36.8266244,2026-08-26T10:34:04,10,2,0,0,1.0,tomtom_flow_api,49.6,calibrated_n16
"Parking Spot (-1.2899, 36.8271)",tier2_other,-1.2899196,36.8270927,2026-08-26T10:34:04,10,2,0,0,2.75,tomtom_flow_api,93.8,calibrated_n16
"Parking Spot (-1.2900, 36.8273)",tier2_other,-1.2900295,36.8273336,2026-08-26T10:34:04,10,2,0,0,3.0,tomtom_flow_api,100.0,calibrated_n16
"Parking Spot (-1.2906, 36.8274)",tier2_other,-1.2905581,36.8273886,2026-08-26T10:34:04,10,2,0,0,3.0,tomtom_flow_api,100.0,calibrated_n16
"Parking Spot (-1.2907, 36.8275)",tier2_other,-1.2906855,36.8275412,2026-08-26T10:34:04,10,2,0,0,3.0,tomtom_flow_api,100.0,calibrated_n16
"Parking Spot (-1.2909, 36.8274)",tier2_other,-1.2908531,36.8273676,2026-08-26T10:34:04,10,2,0,0,3.0,tomtom_flow_api,100.0,calibrated_n16
"Parking Spot (-1.2912, 36.8277)",tier2_other,-1.2912064,36.827702,2026-08-26T10:34:04,10,2,0,0,1.0,tomtom_flow_api,49.6,calibrated_n16
"Parking Spot (-1.3072, 36.8347)",tier2_other,-1.3071534,36.8346925,2026-08-26T10:34:04,10,2,0,0,1.2,tomtom_flow_api,54.6,calibrated_n16
"Parking Spot (-1.2826, 36.7668)",tier2_other,-1.2826131,36.7667705,2026-08-26T10:34:04,10,2,0,0,1.0,tomtom_flow_api,49.6,calibrated_n16
"Parking Spot (-1.2828, 36.7665)",tier2_other,-1.2828333,36.7665073,2026-08-26T10:34:04,10,2,0,0,1.0,tomtom_flow_api,49.6,calibrated_n16
"Parking Spot (-1.2802, 36.7697)",tier2_other,-1.280155,36.7696583,2026-08-26T10:34:04,10,2,0,0,1.0,tomtom_flow_api,49.6,calibrated_n16
"Parking Spot (-1.2798, 36.7703)",tier2_other,-1.2798468,36.7703432,2026-08-26T10:34:04,10,2,0,0,1.0,tomtom_flow_api,49.6,calibrated_n16
"Parking Spot (-1.2789, 36.7706)",tier2_other,-1.2789305,36.7705765,2026-08-26T10:34:04,10,2,0,0,1.0,tomtom_flow_api,49.6,calibrated_n16
"Parking Spot (-1.2791, 36.7705)",tier2_other,-1.2791112,36.7704659,2026-08-26T10:34:04,10,2,0,0,1.0,tomtom_flow_api,49.6,calibrated_n16
"Parking Spot (-1.2788, 36.7707)",tier2_other,-1.2787807,36.7707029,2026-08-26T10:34:04,10,2,0,0,1.0,tomtom_flow_api,49.6,calibrated_n16
"Parking Spot (-1.2787, 36.7707)",tier2_other,-1.2787194,36.7707348,2026-08-26T10:34:04,10,2,0,0,1.0,tomtom_flow_api,49.6,calibrated_n16
"Parking Spot (-1.2789, 36.7707)",tier2_other,-1.2788926,36.7707457,2026-08-26T10:34:04,10,2,0,0,1.0,tomtom_flow_api,49.6,calibrated_n16
"Parking Spot (-1.3034, 36.8299)",tier2_other,-1.3033756,36.829947,2026-08-26T10:34:04,10,2,0,0,1.2,tomtom_flow_api,54.6,calibrated_n16
"Parking Spot (-1.3029, 36.8310)",tier2_other,-1.3028636,36.8309549,2026-08-26T10:34:04,10,2,0,0,1.2,tomtom_flow_api,54.6,calibrated_n16
"Parking Spot (-1.3034, 36.8302)",tier2_other,-1.3033846,36.8302347,2026-08-26T10:34:04,10,2,0,0,1.2,tomtom_flow_api,54.6,calibrated_n16
"Parking Spot (-1.3053, 36.8393)",tier2_other,-1.3052961,36.8393059,2026-08-26T10:34:04,10,2,0,0,1.22,tomtom_flow_api,55.2,calibrated_n16
"Parking Spot (-1.3054, 36.8394)",tier2_other,-1.3053841,36.8393676,2026-08-26T10:34:04,10,2,0,0,1.22,tomtom_flow_api,55.2,calibrated_n16
"Parking Spot (-1.3052, 36.8391)",tier2_other,-1.3052274,36.8391124,2026-08-26T10:34:04,10,2,0,0,2.33,tomtom_flow_api,83.2,calibrated_n16
"Parking Spot (-1.3304, 36.8641)",tier2_other,-1.3303942,36.8641324,2026-08-26T10:34:04,10,2,0,0,1.38,tomtom_flow_api,59.2,calibrated_n16
"Parking Spot (-1.3302, 36.8664)",tier2_other,-1.3301889,36.8663917,2026-08-26T10:34:04,10,2,0,0,1.38,tomtom_flow_api,59.2,calibrated_n16
"Parking Spot (-1.3303, 36.8652)",tier2_other,-1.3302583,36.8651603,2026-08-26T10:34:04,10,2,0,0,1.38,tomtom_flow_api,59.2,calibrated_n16
"Parking Spot (-1.3301, 36.8662)",tier2_other,-1.3301182,36.8661856,2026-08-26T10:34:04,10,2,0,0,1.38,tomtom_flow_api,59.2,calibrated_n16
"Parking Spot (-1.3300, 36.8672)",tier2_other,-1.3299754,36.8672234,2026-08-26T10:34:04,10,2,0,0,1.38,tomtom_flow_api,59.2,calibrated_n16
"Parking Spot (-1.3298, 36.8682)",tier2_other,-1.3298401,36.8682286,2026-08-26T10:34:04,10,2,0,0,1.38,tomtom_flow_api,59.2,calibrated_n16
"Parking Spot (-1.3295, 36.8692)",tier2_other,-1.3295443,36.869246,2026-08-26T10:34:04,10,2,0,0,1.38,tomtom_flow_api,59.2,calibrated_n16
"Parking Spot (-1.3295, 36.8693)",tier2_other,-1.3295287,36.8693011,2026-08-26T10:34:04,10,2,0,0,1.38,tomtom_flow_api,59.2,calibrated_n16
"Parking Spot (-1.3303, 36.8627)",tier2_other,-1.3303347,36.8627339,2026-08-26T10:34:04,10,2,0,0,1.38,tomtom_flow_api,59.2,calibrated_n16
"Parking Spot (-1.3301, 36.8634)",tier2_other,-1.3301331,36.8633672,2026-08-26T10:34:04,10,2,0,0,1.38,tomtom_flow_api,59.2,calibrated_n16
"Parking Spot (-1.3299, 36.8631)",tier2_other,-1.3298516,36.8631307,2026-08-26T10:34:04,10,2,0,0,1.4,tomtom_flow_api,59.7,calibrated_n16
"Parking Spot (-1.3306, 36.8624)",tier2_other,-1.3306497,36.8623681,2026-08-26T10:34:04,10,2,0,0,1.4,tomtom_flow_api,59.7,calibrated_n16
"Parking Spot (-1.3305, 36.8627)",tier2_other,-1.330492,36.8627014,2026-08-26T10:34:04,10,2,0,0,1.4,tomtom_flow_api,59.7,calibrated_n16
"Parking Spot (-1.3308, 36.8605)",tier2_other,-1.3308165,36.8605266,2026-08-26T10:34:04,10,2,0,0,1.4,tomtom_flow_api,59.7,calibrated_n16
"Parking Spot (-1.3307, 36.8607)",tier2_other,-1.3306975,36.860731,2026-08-26T10:34:04,10,2,0,0,1.4,tomtom_flow_api,59.7,calibrated_n16
"Parking Spot (-1.3289, 36.8710)",tier2_other,-1.3289241,36.8709662,2026-08-26T10:34:04,10,2,0,0,1.4,tomtom_flow_api,59.7,calibrated_n16
"Parking Spot (-1.2860, 36.7911)",tier2_other,-1.2860231,36.791122,2026-08-26T10:34:04,10,2,0,0,1.0,tomtom_flow_api,49.6,calibrated_n16
"Parking Spot (-1.2885, 36.8228)",tier1_cbd,-1.2885495,36.8227608,2026-08-26T10:34:04,10,2,0,0,2.59,tomtom_flow_api,89.8,calibrated_n16
"Parking Spot (-1.2885, 36.8227)",tier1_cbd,-1.2885048,36.8227402,2026-08-26T10:34:04,10,2,0,0,2.59,tomtom_flow_api,89.8,calibrated_n16
Engineers Board of Kenya,tier1_cbd,-1.2918266,36.8125679,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
Lavington Mall,tier2_other,-1.2799426,36.7701821,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
Dean and Lecturers Parking Lot,tier2_other,-1.2688899,36.8180584,2026-08-26T10:44:35,10,2,0,0,1.27,tomtom_flow_api,56.7,calibrated_n22
"Parking Spot (-1.2781, 36.8120)",tier1_cbd,-1.2780602,36.8120329,2026-08-26T10:44:35,10,2,0,0,1.68,tomtom_flow_api,66.4,calibrated_n22
"Parking Spot (-1.2784, 36.8123)",tier1_cbd,-1.2783547,36.8122751,2026-08-26T10:44:35,10,2,0,0,1.68,tomtom_flow_api,66.4,calibrated_n22
Supa's Garage,tier2_other,-1.3064829,36.8341843,2026-08-26T10:44:35,10,2,0,0,1.25,tomtom_flow_api,56.2,calibrated_n22
"Parking Spot (-1.2895, 36.8265)",tier2_other,-1.2895412,36.826501,2026-08-26T10:44:35,10,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22
"Parking Spot (-1.2807, 36.8179)",tier1_cbd,-1.2807158,36.8179057,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.3071, 36.8348)",tier2_other,-1.3071314,36.8348198,2026-08-26T10:44:35,10,2,0,0,1.25,tomtom_flow_api,56.2,calibrated_n22
"Parking Spot (-1.3071, 36.8337)",tier2_other,-1.3070754,36.8337221,2026-08-26T10:44:35,10,2,0,0,1.38,tomtom_flow_api,59.3,calibrated_n22
"Parking Spot (-1.2805, 36.7699)",tier2_other,-1.2804681,36.7698729,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.2964, 36.7636)",tier2_other,-1.2963932,36.7635963,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.2983, 36.8023)",tier2_other,-1.298345,36.8023116,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.2982, 36.8023)",tier2_other,-1.2982343,36.8023022,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.3005, 36.8128)",tier2_other,-1.30047,36.8127662,2026-08-26T10:44:35,10,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22
"Parking Spot (-1.2997, 36.8129)",tier2_other,-1.2996762,36.8129419,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.2824, 36.8170)",tier1_cbd,-1.2823965,36.817015,2026-08-26T10:44:35,10,2,0,0,2.37,tomtom_flow_api,82.7,calibrated_n22
"Parking Spot (-1.2822, 36.8169)",tier1_cbd,-1.2821625,36.8168685,2026-08-26T10:44:35,10,2,0,0,2.37,tomtom_flow_api,82.7,calibrated_n22
"Parking Spot (-1.2905, 36.8197)",tier1_cbd,-1.2905274,36.8196906,2026-08-26T10:44:35,10,2,0,0,1.83,tomtom_flow_api,69.9,calibrated_n22
"Parking Spot (-1.2903, 36.8205)",tier1_cbd,-1.290286,36.8204788,2026-08-26T10:44:35,10,2,0,0,1.83,tomtom_flow_api,69.9,calibrated_n22
"Parking Spot (-1.2901, 36.8206)",tier1_cbd,-1.2901412,36.8206117,2026-08-26T10:44:35,10,2,0,0,1.83,tomtom_flow_api,69.9,calibrated_n22
"Parking Spot (-1.2901, 36.8207)",tier1_cbd,-1.2901086,36.820685,2026-08-26T10:44:35,10,2,0,0,1.83,tomtom_flow_api,69.9,calibrated_n22
"Parking Spot (-1.3026, 36.8256)",tier2_other,-1.3025894,36.8256065,2026-08-26T10:44:35,10,2,0,0,1.54,tomtom_flow_api,63.1,calibrated_n22
"Parking Spot (-1.3272, 36.8708)",tier2_other,-1.3271509,36.8708477,2026-08-26T10:44:35,10,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22
"Parking Spot (-1.3271, 36.8710)",tier2_other,-1.3271343,36.8709666,2026-08-26T10:44:35,10,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22
"Parking Spot (-1.3286, 36.8707)",tier2_other,-1.3285729,36.8707235,2026-08-26T10:44:35,10,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22
"Parking Spot (-1.3287, 36.8706)",tier2_other,-1.3287021,36.8705942,2026-08-26T10:44:35,10,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22
"Parking Spot (-1.3287, 36.8722)",tier2_other,-1.3286833,36.8722469,2026-08-26T10:44:35,10,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22
"Parking Spot (-1.3287, 36.8720)",tier2_other,-1.3287106,36.8719656,2026-08-26T10:44:35,10,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22
"Parking Spot (-1.3288, 36.8720)",tier2_other,-1.3288417,36.8719866,2026-08-26T10:44:35,10,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22
"Parking Spot (-1.3290, 36.8716)",tier2_other,-1.3289652,36.8716011,2026-08-26T10:44:35,10,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22
"Parking Spot (-1.2898, 36.8259)",tier2_other,-1.2898309,36.825937,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.2885, 36.8270)",tier2_other,-1.2885149,36.8269544,2026-08-26T10:44:35,10,2,0,0,1.83,tomtom_flow_api,69.9,calibrated_n22
"Parking Spot (-1.2885, 36.8271)",tier2_other,-1.2884948,36.8270553,2026-08-26T10:44:35,10,2,0,0,1.83,tomtom_flow_api,69.9,calibrated_n22
"Parking Spot (-1.2871, 36.8264)",tier1_cbd,-1.287116,36.826355,2026-08-26T10:44:35,10,2,0,0,1.83,tomtom_flow_api,69.9,calibrated_n22
"Parking Spot (-1.2807, 36.8180)",tier1_cbd,-1.2806952,36.817958,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.3247, 36.8486)",tier2_other,-1.324735,36.848583,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.3250, 36.8487)",tier2_other,-1.3249583,36.8486633,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.2893, 36.8268)",tier2_other,-1.289281,36.8267821,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.2673, 36.8173)",tier2_other,-1.2673176,36.8173178,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.2674, 36.8175)",tier2_other,-1.267436,36.8175327,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.2676, 36.8173)",tier2_other,-1.2675626,36.817291,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.2669, 36.8169)",tier2_other,-1.2669423,36.8169276,2026-08-26T10:44:35,10,2,0,0,1.27,tomtom_flow_api,56.7,calibrated_n22
"Parking Spot (-1.3266, 36.8484)",tier2_other,-1.3266,36.8484009,2026-08-26T10:44:35,10,2,0,0,1.26,tomtom_flow_api,56.5,calibrated_n22
"Parking Spot (-1.2894, 36.8236)",tier1_cbd,-1.2894048,36.8236202,2026-08-26T10:44:35,10,2,0,0,1.69,tomtom_flow_api,66.6,calibrated_n22
"Parking Spot (-1.2869, 36.8228)",tier1_cbd,-1.286916,36.8227858,2026-08-26T10:44:35,10,2,0,0,1.69,tomtom_flow_api,66.6,calibrated_n22
"Parking Spot (-1.2870, 36.8228)",tier1_cbd,-1.2870067,36.82284,2026-08-26T10:44:35,10,2,0,0,1.69,tomtom_flow_api,66.6,calibrated_n22
"Parking Spot (-1.2895, 36.8218)",tier1_cbd,-1.2895015,36.8218114,2026-08-26T10:44:35,10,2,0,0,1.69,tomtom_flow_api,66.6,calibrated_n22
"Parking Spot (-1.2894, 36.8218)",tier1_cbd,-1.2894452,36.8217674,2026-08-26T10:44:35,10,2,0,0,1.69,tomtom_flow_api,66.6,calibrated_n22
"Parking Spot (-1.2893, 36.8218)",tier1_cbd,-1.2893413,36.8217688,2026-08-26T10:44:35,10,2,0,0,1.69,tomtom_flow_api,66.6,calibrated_n22
"Parking Spot (-1.2901, 36.8208)",tier1_cbd,-1.2900636,36.820763,2026-08-26T10:44:35,10,2,0,0,1.69,tomtom_flow_api,66.6,calibrated_n22
"Parking Spot (-1.2900, 36.8266)",tier2_other,-1.2900473,36.8266244,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.2899, 36.8271)",tier2_other,-1.2899196,36.8270927,2026-08-26T10:44:35,10,2,0,0,1.69,tomtom_flow_api,66.6,calibrated_n22
"Parking Spot (-1.2900, 36.8273)",tier2_other,-1.2900295,36.8273336,2026-08-26T10:44:35,10,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22
"Parking Spot (-1.2906, 36.8274)",tier2_other,-1.2905581,36.8273886,2026-08-26T10:44:35,10,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22
"Parking Spot (-1.2907, 36.8275)",tier2_other,-1.2906855,36.8275412,2026-08-26T10:44:35,10,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22
"Parking Spot (-1.2909, 36.8274)",tier2_other,-1.2908531,36.8273676,2026-08-26T10:44:35,10,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22
"Parking Spot (-1.2912, 36.8277)",tier2_other,-1.2912064,36.827702,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.3072, 36.8347)",tier2_other,-1.3071534,36.8346925,2026-08-26T10:44:35,10,2,0,0,1.26,tomtom_flow_api,56.5,calibrated_n22
"Parking Spot (-1.2826, 36.7668)",tier2_other,-1.2826131,36.7667705,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.2828, 36.7665)",tier2_other,-1.2828333,36.7665073,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.2802, 36.7697)",tier2_other,-1.280155,36.7696583,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.2798, 36.7703)",tier2_other,-1.2798468,36.7703432,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.2789, 36.7706)",tier2_other,-1.2789305,36.7705765,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.2791, 36.7705)",tier2_other,-1.2791112,36.7704659,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.2788, 36.7707)",tier2_other,-1.2787807,36.7707029,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.2787, 36.7707)",tier2_other,-1.2787194,36.7707348,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.2789, 36.7707)",tier2_other,-1.2788926,36.7707457,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.3034, 36.8299)",tier2_other,-1.3033756,36.829947,2026-08-26T10:44:35,10,2,0,0,1.26,tomtom_flow_api,56.5,calibrated_n22
"Parking Spot (-1.3029, 36.8310)",tier2_other,-1.3028636,36.8309549,2026-08-26T10:44:35,10,2,0,0,1.26,tomtom_flow_api,56.5,calibrated_n22
"Parking Spot (-1.3034, 36.8302)",tier2_other,-1.3033846,36.8302347,2026-08-26T10:44:35,10,2,0,0,1.26,tomtom_flow_api,56.5,calibrated_n22
"Parking Spot (-1.3053, 36.8393)",tier2_other,-1.3052961,36.8393059,2026-08-26T10:44:35,10,2,0,0,1.13,tomtom_flow_api,53.4,calibrated_n22
"Parking Spot (-1.3054, 36.8394)",tier2_other,-1.3053841,36.8393676,2026-08-26T10:44:35,10,2,0,0,1.13,tomtom_flow_api,53.4,calibrated_n22
"Parking Spot (-1.3052, 36.8391)",tier2_other,-1.3052274,36.8391124,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.3304, 36.8641)",tier2_other,-1.3303942,36.8641324,2026-08-26T10:44:35,10,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22
"Parking Spot (-1.3302, 36.8664)",tier2_other,-1.3301889,36.8663917,2026-08-26T10:44:35,10,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22
"Parking Spot (-1.3303, 36.8652)",tier2_other,-1.3302583,36.8651603,2026-08-26T10:44:35,10,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22
"Parking Spot (-1.3301, 36.8662)",tier2_other,-1.3301182,36.8661856,2026-08-26T10:44:35,10,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22
"Parking Spot (-1.3300, 36.8672)",tier2_other,-1.3299754,36.8672234,2026-08-26T10:44:35,10,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22
"Parking Spot (-1.3298, 36.8682)",tier2_other,-1.3298401,36.8682286,2026-08-26T10:44:35,10,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22
"Parking Spot (-1.3295, 36.8692)",tier2_other,-1.3295443,36.869246,2026-08-26T10:44:35,10,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22
"Parking Spot (-1.3295, 36.8693)",tier2_other,-1.3295287,36.8693011,2026-08-26T10:44:35,10,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22
"Parking Spot (-1.3303, 36.8627)",tier2_other,-1.3303347,36.8627339,2026-08-26T10:44:35,10,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22
"Parking Spot (-1.3301, 36.8634)",tier2_other,-1.3301331,36.8633672,2026-08-26T10:44:35,10,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22
"Parking Spot (-1.3299, 36.8631)",tier2_other,-1.3298516,36.8631307,2026-08-26T10:44:35,10,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22
"Parking Spot (-1.3306, 36.8624)",tier2_other,-1.3306497,36.8623681,2026-08-26T10:44:35,10,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22
"Parking Spot (-1.3305, 36.8627)",tier2_other,-1.330492,36.8627014,2026-08-26T10:44:35,10,2,0,0,1.38,tomtom_flow_api,59.3,calibrated_n22
"Parking Spot (-1.3308, 36.8605)",tier2_other,-1.3308165,36.8605266,2026-08-26T10:44:35,10,2,0,0,1.38,tomtom_flow_api,59.3,calibrated_n22
"Parking Spot (-1.3307, 36.8607)",tier2_other,-1.3306975,36.860731,2026-08-26T10:44:35,10,2,0,0,1.38,tomtom_flow_api,59.3,calibrated_n22
"Parking Spot (-1.3289, 36.8710)",tier2_other,-1.3289241,36.8709662,2026-08-26T10:44:35,10,2,0,0,1.38,tomtom_flow_api,59.3,calibrated_n22
"Parking Spot (-1.2860, 36.7911)",tier2_other,-1.2860231,36.791122,2026-08-26T10:44:35,10,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22
"Parking Spot (-1.2885, 36.8228)",tier1_cbd,-1.2885495,36.8227608,2026-08-26T10:44:35,10,2,0,0,1.8,tomtom_flow_api,69.2,calibrated_n22
